Window,Available Observations,Missingness,Feature Variance,Sequence Length
6h,38,0.8137254901960784,37.30811428571429,49
12h,94,0.7696078431372549,47.86106103896104,49
24h,177,0.7830882352941176,249.47772343873524,49
6h,39,0.8088235294117647,36.34711190476191,59
12h,76,0.8137254901960784,26.482351948051946,59
24h,166,0.7965686274509803,24.40754016304348,59
48h,315,0.8069852941176471,41.30151885079863,59
6h,39,0.8088235294117647,16.409523809523808,25
12h,105,0.7426470588235294,17.385622895622898,25
6h,42,0.7941176470588235,18.250000000000004,50
12h,72,0.8235294117647058,6.753315702479338,50
24h,146,0.821078431372549,12.539286852146535,50
6h,32,0.8431372549019608,82.63333333333333,188
12h,86,0.7892156862745098,65.44232727272728,188
24h,171,0.7904411764705882,33.32172939833114,188
48h,360,0.7794117647058824,30.80603837511497,188
6h,32,0.8431372549019608,6.874853333333333,49
12h,89,0.7818627450980392,73.66186357575756,49
24h,173,0.7879901960784313,105.49048083224615,49
6h,33,0.8382352941176471,196.70000000000002,17
6h,49,0.7598039215686274,3.9949641025641025,64
12h,75,0.8161764705882353,6.957601785714284,64
24h,121,0.8517156862745098,13.804446227581943,64
48h,287,0.8241421568627451,133.2708812781082,64
6h,41,0.7990196078431373,7.334999999999999,121
12h,60,0.8529411764705882,17.46896103896104,121
24h,136,0.8333333333333334,153.7781254943787,121
48h,290,0.8223039215686274,2363.0571319810283,121
6h,52,0.7450980392156863,41.91930476190476,21
6h,47,0.7696078431372549,34.45925909090909,33
12h,97,0.7622549019607843,75.15666098484849,33
6h,58,0.7156862745098039,337.50478214285715,107
12h,116,0.7156862745098039,424.22910169140386,107
24h,185,0.7732843137254902,247.43273859822457,107
48h,378,0.7683823529411765,158.27311997519942,107
6h,58,0.7156862745098039,39.08971458333333,118
12h,96,0.7647058823529411,52.8000768939394,118
24h,192,0.7647058823529411,29.058837571365828,118
48h,388,0.7622549019607843,90.90102944172942,118
6h,40,0.803921568627451,84.8236111111111,83
12h,82,0.7990196078431373,47.719475,83
24h,179,0.7806372549019608,21.021075407491058,83
48h,363,0.7775735294117647,87.53706460225756,83
6h,86,0.5784313725490197,34.429774242424244,29
12h,149,0.6348039215686274,28.05809488215488,29
6h,35,0.8284313725490197,49.78577083333332,64
12h,92,0.7745098039215687,14.973892344497607,64
24h,154,0.8112745098039216,12.94409683356943,64
48h,312,0.8088235294117647,66.49398254560307,64
6h,50,0.7549019607843137,57.79098666666666,18
6h,1,0.9950980392156863,,53
12h,24,0.9411764705882353,11.642890000000005,53
24h,90,0.8897058823529411,135.53026567932068,53
6h,34,0.8333333333333334,29.08217388888889,25
12h,83,0.7965686274509803,19.99194990530303,25
6h,46,0.7745098039215687,10.408800000000001,129
12h,101,0.7524509803921569,35.927537878787874,129
24h,145,0.8223039215686274,26.74961422353839,129
48h,297,0.8180147058823529,18.798386716334807,129
6h,51,0.75,155.1432458333333,44
12h,100,0.7549019607843137,71.87010539579467,44
24h,238,0.7083333333333334,67.76748197193842,44
6h,33,0.8382352941176471,24.362435,23
12h,65,0.8406862745098039,28.089223358585865,23
6h,59,0.7107843137254902,15.75888888888889,56
12h,108,0.7352941176470589,34.845056172839506,56
24h,235,0.7120098039215687,45.25402975628049,56
6h,45,0.7794117647058824,44.13104696969697,111
12h,71,0.8259803921568627,40.66466731240981,111
24h,143,0.8247549019607843,45.49002238160335,111
48h,294,0.8198529411764706,29.953290423095904,111
6h,37,0.8186274509803921,15.847339999999999,142
12h,91,0.7769607843137255,11.572915220385674,142
24h,177,0.7830882352941176,517.7011969327164,142
48h,335,0.7947303921568627,371.7256517042927,142
6h,59,0.7107843137254902,95.26416428571429,92
12h,107,0.7377450980392157,137.48416524864027,92
24h,215,0.7365196078431373,194.60160552020983,92
48h,428,0.7377450980392157,159.6223705512876,92
6h,61,0.7009803921568627,23.835794791666668,65
12h,106,0.7401960784313726,24.865351834130784,65
24h,178,0.7818627450980392,22.33164853477567,65
48h,374,0.7708333333333334,36.80697519340274,65
6h,30,0.8529411764705882,8.322222222222223,17
6h,58,0.7156862745098039,5.597031250000001,72
12h,96,0.7647058823529411,13.987849831649832,72
24h,174,0.7867647058823529,60.611501903148614,72
48h,376,0.7696078431372549,48.45432763646009,72
6h,39,0.8088235294117647,124.51388888888887,118
12h,74,0.8186274509803921,52.30776145833334,118
24h,149,0.8174019607843137,33.297827052669554,118
48h,299,0.8167892156862745,17.970906370734955,118
6h,36,0.8235294117647058,25.946875,113
12h,84,0.7941176470588235,12.00763712121212,113
24h,169,0.7928921568627451,81.16412594202899,113
48h,312,0.8088235294117647,1159.2361037626602,113
6h,62,0.696078431372549,73.03607222222222,17
6h,30,0.8529411764705882,37.24,16
6h,55,0.7303921568627451,10.652951388888889,56
12h,104,0.7450980392156863,9.416837175324675,56
24h,220,0.7303921568627451,19.428384027856204,56
6h,47,0.7696078431372549,17.587248484848484,34
12h,82,0.7990196078431373,28.14956470959596,34
24h,203,0.7512254901960784,24.909341872182342,34
6h,48,0.7647058823529411,90.73849541666667,43
12h,106,0.7401960784313726,37.91413305785124,43
24h,210,0.7426470588235294,37.06420867182435,43
6h,53,0.7401960784313726,11.311358333333335,118
12h,91,0.7769607843137255,21.281666287878792,118
24h,164,0.7990196078431373,16.40697269216429,118
48h,339,0.7922794117647058,210.07967721500347,118
6h,87,0.5735294117647058,42.07240625,27
12h,146,0.6421568627450981,36.645508553246756,27
6h,64,0.6862745098039216,68.48277388888889,77
12h,124,0.696078431372549,57.73934362041468,77
24h,258,0.6838235294117647,54.426773713344886,77
48h,521,0.6807598039215687,73.83096761689742,77
6h,39,0.8088235294117647,4.003703703703703,59
12h,65,0.8406862745098039,3.5985512121212127,59
24h,145,0.8223039215686274,14.114192319534013,59
48h,293,0.8204656862745098,25.41090580809759,59
6h,61,0.7009803921568627,5.86335238095238,176
12h,122,0.7009803921568627,46.75191445221445,176
24h,226,0.7230392156862745,32.763723423280425,176
48h,428,0.7377450980392157,31.095667894191866,176
6h,18,0.9117647058823529,9.913333333333332,37
12h,56,0.8627450980392157,9.30638180272109,37
24h,98,0.8799019607843137,10.682628922188922,37
6h,40,0.803921568627451,21.759452083333333,51
12h,84,0.7941176470588235,21.360215340909093,51
24h,184,0.7745098039215687,29.187496614979224,51
6h,34,0.8333333333333334,149.66719222222224,23
12h,71,0.8259803921568627,150.8846070286195,23
6h,59,0.7107843137254902,17.653416666666665,97
12h,101,0.7524509803921569,45.064638383838385,97
24h,217,0.7340686274509803,33.66615611503858,97
48h,406,0.7512254901960784,28.192476657647504,97
6h,22,0.8921568627450981,481.78204305555556,81
12h,45,0.8897058823529411,286.3030224867725,81
24h,117,0.8566176470588235,215.49135856307433,81
48h,255,0.84375,84.3201074192464,81
6h,28,0.8627450980392157,8.056204999999999,223
12h,60,0.8529411764705882,19.44755051948052,223
24h,128,0.8431372549019608,44.219910245256,223
48h,266,0.8370098039215687,106.59936584118529,223
6h,66,0.6764705882352942,66.55630769230768,55
12h,114,0.7205882352941176,47.84417215909092,55
24h,196,0.7598039215686274,51.13512057629871,55
6h,36,0.8235294117647058,29.299079166666665,39
12h,77,0.8112745098039216,25.611582839556277,39
24h,173,0.7879901960784313,26.78374743749814,39
6h,35,0.8284313725490197,22.19236111111111,109
12h,65,0.8406862745098039,18.66661537598204,109
24h,136,0.8333333333333334,6.950638887634105,109
48h,267,0.8363970588235294,22.92501744957532,109
6h,45,0.7794117647058824,10.4,20
6h,49,0.7598039215686274,14.85522722222222,36
12h,88,0.7843137254901961,344.8500253314394,36
24h,159,0.8051470588235294,336.1913846757675,36
6h,48,0.7647058823529411,17.863420512820515,27
12h,74,0.8186274509803921,14.975678554778552,27
6h,13,0.9362745098039216,,65
12h,13,0.9681372549019608,,65
24h,36,0.9558823529411765,9.729999999999999,65
48h,162,0.9007352941176471,74.98811902116401,65
6h,36,0.8235294117647058,49.61971904761905,55
12h,72,0.8235294117647058,46.941876587301586,55
24h,176,0.7843137254901961,21.80430582110037,55
6h,31,0.8480392156862745,202.01999999999998,19
6h,49,0.7598039215686274,7.5820454545454545,41
12h,114,0.7205882352941176,17.123403525252524,41
24h,157,0.8075980392156863,42.13465994060565,41
6h,53,0.7401960784313726,3.7164380952380958,66
12h,78,0.8088235294117647,8.903279437229438,66
24h,148,0.8186274509803921,9.10998073029455,66
48h,371,0.772671568627451,112.22616859338638,66
6h,41,0.7990196078431373,20.644408333333335,71
12h,72,0.8235294117647058,36.695344949494945,71
24h,129,0.8419117647058824,40.16802706743803,71
48h,273,0.8327205882352942,60.62135265488443,71
6h,26,0.8725490196078431,15.114645999999999,16
6h,60,0.7058823529411765,25.54352,38
12h,110,0.7303921568627451,30.434291856060604,38
24h,261,0.6801470588235294,259.1224341755489,38
6h,17,0.9166666666666666,122.11130000000001,275
12h,40,0.9019607843137255,52.95551269841271,275
24h,137,0.8321078431372549,859.6483262330377,275
48h,311,0.8094362745098039,432.29385648512596,275
6h,40,0.803921568627451,80.42700624999999,69
12h,92,0.7745098039215687,133.7868666666667,69
24h,172,0.7892156862745098,50.474109313725485,69
48h,280,0.8284313725490197,55.3047866308051,69
6h,35,0.8284313725490197,67.23649375,100
12h,77,0.8112745098039216,60.78434166666668,100
24h,172,0.7892156862745098,67.50371307040785,100
48h,337,0.7935049019607843,40.54309695265167,100
6h,41,0.7990196078431373,50.278959523809526,53
12h,83,0.7965686274509803,214.4273341991342,53
24h,173,0.7879901960784313,87.1716749022837,53
6h,34,0.8333333333333334,48.78466428571428,160
12h,82,0.7990196078431373,38.60480854978355,160
24h,142,0.8259803921568627,34.5454759600441,160
48h,291,0.8216911764705882,306.54703916507407,160
6h,49,0.7598039215686274,58.41467999999999,122
12h,95,0.7671568627450981,50.354936757182216,122
24h,207,0.7463235294117647,47.20636359614451,122
48h,404,0.7524509803921569,30.941979000101572,122
6h,37,0.8186274509803921,66.88571428571429,96
12h,82,0.7990196078431373,59.40674653679653,96
24h,160,0.803921568627451,69.68530543160438,96
48h,332,0.7965686274509803,56.278799799122716,96
6h,77,0.6225490196078431,59.33243055555556,43
12h,130,0.6813725490196079,53.636004865967365,43
24h,212,0.7401960784313726,52.85809059122242,43
6h,61,0.7009803921568627,16.131788095238097,33
12h,132,0.6764705882352942,46.99630010101009,33
6h,46,0.7745098039215687,11.961805555555555,22
12h,92,0.7745098039215687,584.3440074074074,22
6h,34,0.8333333333333334,127.58513124999999,126
12h,72,0.8235294117647058,92.66705868055556,126
24h,165,0.7977941176470589,92.67826056935817,126
48h,331,0.7971813725490197,60.8966997010588,126
6h,48,0.7647058823529411,22.60076145833333,31
12h,100,0.7549019607843137,21.912700682650684,31
6h,40,0.803921568627451,138.57619523809527,32
12h,80,0.803921568627451,72.98177125,32
6h,3,0.9852941176470589,,29
12h,47,0.8848039215686274,9.444846825396825,29
6h,30,0.8529411764705882,16.51046666666667,17
6h,43,0.7892156862745098,17.893869047619045,35
12h,93,0.7720588235294118,25.59834370370371,35
24h,193,0.7634803921568627,58.08273406472914,35
6h,51,0.75,30.820428571428575,48
12h,95,0.7671568627450981,29.679179797979806,48
24h,187,0.7708333333333334,114.4521762673317,48
6h,46,0.7745098039215687,29.96001875,82
12h,103,0.7475490196078431,31.538079999999997,82
24h,210,0.7426470588235294,29.197775209475093,82
48h,415,0.7457107843137255,37.51594660295489,82
6h,36,0.8235294117647058,50.906944444444434,48
12h,76,0.8137254901960784,30.684054166666666,48
24h,173,0.7879901960784313,35.05064680171278,48
6h,26,0.8725490196078431,151.75817333333333,35
12h,64,0.8431372549019608,114.49350848484849,35
24h,125,0.8468137254901961,67.96338640586768,35
6h,26,0.8725490196078431,46.79589,26
12h,58,0.8578431372549019,34.4439096969697,26
6h,40,0.803921568627451,25.50952380952381,46
12h,99,0.7573529411764706,54.982743030303034,46
24h,226,0.7230392156862745,63.341071611029555,46
6h,44,0.7843137254901961,22.410649999999997,34
12h,83,0.7965686274509803,76.25410471380471,34
24h,181,0.7781862745098039,93.31764833615658,34
6h,0,1.0,,27
12h,41,0.8995098039215687,22.097222222222218,27
6h,45,0.7794117647058824,26.236438095238096,28
12h,86,0.7892156862745098,34.64066695526695,28
6h,30,0.8529411764705882,52.055555555555564,116
12h,61,0.8504901960784313,31.505189393939393,116
24h,116,0.8578431372549019,27.786563711779834,116
48h,222,0.8639705882352942,32.668955011727206,116
6h,48,0.7647058823529411,12.413194444444448,128
12h,75,0.8161764705882353,6.437928138528138,128
24h,150,0.8161764705882353,86.83569633867278,128
48h,267,0.8363970588235294,88.94518944418776,128
6h,38,0.8137254901960784,88.77345166666665,16
6h,62,0.696078431372549,45.52986145833333,188
12h,100,0.7549019607843137,30.102647537878784,188
24h,192,0.7647058823529411,93.47196129710146,188
48h,372,0.7720588235294118,53.88236296005265,188
6h,27,0.8676470588235294,28.70666666666667,32
12h,58,0.8578431372549019,26.725026767676766,32
6h,55,0.7303921568627451,37.050000000000004,91
12h,110,0.7303921568627451,250.4055596969697,91
24h,206,0.7475490196078431,303.79618845216527,91
48h,408,0.75,224.92515344984025,91
6h,40,0.803921568627451,10.017742857142858,149
12h,85,0.7916666666666666,17.62945424242424,149
24h,186,0.7720588235294118,30.7755022826087,149
48h,386,0.7634803921568627,64.72152599824997,149
6h,34,0.8333333333333334,74.99854133333334,61
12h,66,0.8382352941176471,88.67074191919191,61
24h,181,0.7781862745098039,97.73814976146559,61
48h,430,0.7365196078431373,85.17369506869574,61
6h,35,0.8284313725490197,22.76693388888889,18
6h,39,0.8088235294117647,62.794444444444444,63
12h,91,0.7769607843137255,310.34258989898996,63
24h,169,0.7928921568627451,304.6881628115942,63
48h,356,0.7818627450980392,176.53931420054965,63
6h,66,0.6764705882352942,31.95686274509804,247
12h,105,0.7426470588235294,26.38309346092504,247
24h,189,0.7683823529411765,87.1095865019763,247
48h,387,0.7628676470588235,95.58143929064097,247
6h,47,0.7696078431372549,11.314639583333335,39
12h,85,0.7916666666666666,15.36491837121212,39
24h,181,0.7781862745098039,115.32437460824278,39
6h,47,0.7696078431372549,10.061753333333334,25
12h,90,0.7794117647058824,38.7701482093664,25
6h,37,0.8186274509803921,32.420833333333334,147
12h,75,0.8161764705882353,69.27573246753248,147
24h,203,0.7512254901960784,311.5560929347826,147
48h,371,0.772671568627451,497.7134779176952,147
6h,49,0.7598039215686274,47.527839583333346,166
12h,111,0.7279411764705882,44.22065929292929,166
24h,205,0.7487745098039216,26.156001776800977,166
48h,383,0.7653186274509803,32.56129635224337,166
6h,48,0.7647058823529411,7.442071212121212,34
12h,87,0.7867647058823529,40.42917465564739,34
24h,202,0.7524509803921569,45.332744797473055,34
6h,52,0.7450980392156863,17.33095238095238,20
6h,69,0.6617647058823529,6.1887454545454545,59
12h,119,0.7083333333333334,8.190527705627707,59
24h,257,0.6850490196078431,313.1328730295972,59
48h,543,0.6672794117647058,538.0742203353677,59
6h,29,0.8578431372549019,46.06026444444444,47
12h,66,0.8382352941176471,55.486521464646465,47
24h,99,0.8786764705882353,40.72256440337977,47
6h,66,0.6764705882352942,131.34393703703705,82
12h,105,0.7426470588235294,79.29056092503987,82
24h,212,0.7401960784313726,52.28874763953588,82
48h,404,0.7524509803921569,52.9060973392369,82
6h,54,0.7352941176470589,37.764169230769234,84
12h,111,0.7279411764705882,66.0723706539075,84
24h,230,0.7181372549019608,29.637740908212564,84
48h,443,0.7285539215686274,259.4264513019553,84
6h,38,0.8137254901960784,534.8375,79
12h,85,0.7916666666666666,243.58766997245178,79
24h,192,0.7647058823529411,125.89037004830918,79
48h,386,0.7634803921568627,152.9464529658285,79
6h,70,0.6568627450980392,18.274122807017545,53
12h,107,0.7377450980392157,13.98833732057416,53
24h,222,0.7279411764705882,15.662740484689984,53
6h,65,0.6813725490196079,10.160437254901963,104
12h,117,0.7132352941176471,31.258550488215487,104
24h,238,0.7083333333333334,18.97233343531938,104
48h,480,0.7058823529411765,69.22029109319286,104
6h,53,0.7401960784313726,25.671793939393943,20
6h,34,0.8333333333333334,390.13622291666667,258
12h,61,0.8504901960784313,226.7401537037037,258
24h,140,0.8284313725490197,180.38549526217096,258
48h,284,0.8259803921568627,313.85747458574536,258
6h,43,0.7892156862745098,412.27360500000003,75
12h,103,0.7475490196078431,276.2345718181818,75
24h,195,0.7610294117647058,179.92962198375454,75
48h,374,0.7708333333333334,175.2077976251247,75
6h,40,0.803921568627451,18.76888125,198
12h,91,0.7769607843137255,31.192415151515156,198
24h,181,0.7781862745098039,16.908691837557157,198
48h,356,0.7818627450980392,30.970747205519576,198
6h,40,0.803921568627451,123.85719166666667,184
12h,78,0.8088235294117647,95.8085981060606,184
24h,175,0.7855392156862745,71.43946978104022,184
48h,370,0.7732843137254902,79.24100508801891,184
6h,57,0.7205882352941176,64.97517708333334,33
12h,111,0.7279411764705882,67.31161153846153,33
6h,57,0.7205882352941176,10.792883333333332,64
12h,97,0.7622549019607843,13.325667878787877,64
24h,181,0.7781862745098039,18.086132506807203,64
48h,365,0.7763480392156863,40.84490984588744,64
6h,50,0.7549019607843137,83.76228222222221,72
12h,94,0.7696078431372549,76.62728749583749,72
24h,178,0.7818627450980392,50.50393386398625,72
48h,375,0.7702205882352942,217.92542349804572,72
6h,77,0.6225490196078431,104.14833492063492,17
6h,41,0.7990196078431373,35.316008333333336,237
12h,69,0.8308823529411765,27.437187012987014,237
24h,108,0.8676470588235294,52.75118736424395,237
48h,248,0.8480392156862745,21.833735002179072,237
6h,62,0.696078431372549,16.673791666666666,84
12h,105,0.7426470588235294,16.09529356060606,84
